"VEHICLE_ID","MODEL_ID","STARTED_TIME","FINISHED_TIME","CHARGELEVELSTART","CHARGELEVELEND","CHARGED","SERVICERENTAL"
"308330becfa60294f45d93d1d359cc15","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-17 11:44:09.213,2023-01-17 11:44:45.677,,16,false,true
"60af77191a7c0571643488e52189428f","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-17 13:43:56.291,2023-01-17 13:44:24.548,,90,false,true
b0021abffae86782e17f773e74fbe4a3,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-17 15:02:43.107,2023-01-17 15:22:19.075,21,10,false,false
"59de72ba2a06fd60b5b7a1cf8827198a","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-17 17:05:57.800,2023-01-17 17:29:48.850,97,82,false,false
"8ec9ae2615eaee29cad7d6faaf8eeb51","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-17 16:56:50.322,2023-01-17 17:34:08.528,29,21,false,false
ad5a12e5c0e12dea3c435931a78fa540,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-17 19:32:51.020,2023-01-17 19:52:46.929,37,26,false,false
"42ac25c2d95a476f0186fa454c3def84","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-17 20:00:46.403,2023-01-17 20:02:36.596,,100,false,true
ad657d9e2b87df0576cb0f73e43a8049,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-17 21:36:24.517,2023-01-17 21:52:51.501,67,58,false,false
"1ad57f261423114ec397fc6bcf156335","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-11 04:51:03.996,2023-01-11 05:13:51.417,42,34,false,false
"8434d49aa0baa7dad7a1df72defa440a","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-11 07:05:45.637,2023-01-11 07:18:41.868,45,43,false,false
f94f58e24061c6c82ec4f0787951c798,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-11 07:06:27.788,2023-01-11 07:24:31.564,43,37,false,false
dc753ee97d00780d5b36379e37ee78bf,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-11 09:08:24.321,2023-01-11 09:22:38.543,91,83,false,false
"42ac25c2d95a476f0186fa454c3def84","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-11 09:11:14.595,2023-01-11 09:26:16.188,,10,false,true
"12700f3e43ce275c51956087a0f60e7e","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-11 11:14:49.111,2023-01-11 11:17:35.473,,9,true,true
"59de72ba2a06fd60b5b7a1cf8827198a","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-11 11:08:35.208,2023-01-11 11:25:07.727,,95,false,true
fe24aa75d8c4cfa99df9e08546308ed6,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-11 11:01:10.191,2023-01-11 11:26:05.493,,90,false,true
c71ef46b95f70c617b399ac51b6e846f,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-11 13:04:23.504,2023-01-11 13:30:00.428,90,84,false,false
"12700f3e43ce275c51956087a0f60e7e","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-11 13:28:34.240,2023-01-11 13:30:06.656,,100,false,true
"2db363ebf1e6be2201eb12230dc83b41","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-11 13:11:32.829,2023-01-11 13:32:34.431,91,85,false,false
"7218b9c79dc23f8ca0aaff4fd88147db","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-11 13:12:01.251,2023-01-11 13:33:36.830,69,66,false,false
ddf0231bd86205eefbb6fde99b1ab756,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-11 12:24:32.597,2023-01-11 13:40:21.835,,58,false,true
"1e3398251d2ef4394fdfd399bff97c56","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-11 15:01:07.399,2023-01-11 15:07:36.085,93,92,false,false
e60b281a0143cacff6cb7abf453d8dc3,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-11 13:45:51.396,2023-01-11 15:07:43.290,,69,false,true
f94f58e24061c6c82ec4f0787951c798,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-11 15:06:49.533,2023-01-11 15:14:58.952,27,22,false,false
"1c347a2ffbbdfb70197160e8e77c9a49","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-11 16:52:05.517,2023-01-11 17:08:48.775,100,98,false,false
"308330becfa60294f45d93d1d359cc15","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-11 18:56:39.098,2023-01-11 19:03:04.661,38,34,false,false
"42ac25c2d95a476f0186fa454c3def84","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-11 19:09:10.599,2023-01-11 19:11:39.930,34,36,true,false
"308330becfa60294f45d93d1d359cc15","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-11 21:18:13.388,2023-01-11 21:23:53.292,89,87,false,false
"6b09e23b1b8e95a670127e57b8580d98","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-15 00:48:07.533,2023-01-15 00:51:06.958,,18,true,true
"8bf2cf4a2196a436618aa24ac35af4b8","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-15 03:43:49.488,2023-01-15 03:53:51.365,,98,false,true
"3dcaa2ca32c9a3b8cdc566b259f754f0","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-15 07:40:14.004,2023-01-15 07:49:20.663,100,97,false,false
"0592a3e4a455ba32227b24f88215cce6","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-15 07:38:41.230,2023-01-15 07:49:43.079,,95,false,true
b25e0405b92f09d629d57b36cc03af8e,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-15 07:21:27.323,2023-01-15 07:49:47.617,90,74,false,false
"6b09e23b1b8e95a670127e57b8580d98","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-15 09:46:42.324,2023-01-15 09:56:09.406,98,95,false,false
"3dcaa2ca32c9a3b8cdc566b259f754f0","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-15 11:44:47.843,2023-01-15 11:59:24.284,91,80,false,false
fe24aa75d8c4cfa99df9e08546308ed6,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-15 11:49:22.349,2023-01-15 12:03:11.071,,86,false,true
d7777da68b50ace0b909872d611db978,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-14 05:06:09.326,2023-01-14 05:15:39.592,48,46,false,false
"1ad57f261423114ec397fc6bcf156335","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-14 09:00:00.915,2023-01-14 09:01:29.683,,27,true,true
"788a5bb1fe15663febd379c0a835d79f","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-14 08:54:06.459,2023-01-14 09:01:33.786,81,78,false,false
"8ec9ae2615eaee29cad7d6faaf8eeb51","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-14 08:54:22.698,2023-01-14 09:13:52.488,,17,true,true
e60b281a0143cacff6cb7abf453d8dc3,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-14 09:01:43.899,2023-01-14 09:14:30.376,,99,false,true
f94f58e24061c6c82ec4f0787951c798,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-14 10:53:13.284,2023-01-14 11:02:07.278,60,53,false,false
"981fb8da358abde5fc063be80e011720","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-14 10:36:23.628,2023-01-14 11:04:42.419,29,18,false,false
af77c8463ac27b3776ae4528d58704dc,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-14 12:51:16.041,2023-01-14 13:02:33.362,,6,false,true
af77c8463ac27b3776ae4528d58704dc,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-14 13:03:07.996,2023-01-14 13:03:59.034,,6,false,true
"788a5bb1fe15663febd379c0a835d79f","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-14 13:05:01.591,2023-01-14 13:06:11.081,70,71,false,false
af77c8463ac27b3776ae4528d58704dc,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-14 13:06:48.614,2023-01-14 13:08:22.584,,6,true,true
"1d293c750cc5165af5c7266195b1dac0","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-14 13:04:06.634,2023-01-14 13:09:17.049,85,82,false,false
"12700f3e43ce275c51956087a0f60e7e","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-14 15:57:42.091,2023-01-14 16:16:35.550,54,45,false,false
ddf0231bd86205eefbb6fde99b1ab756,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-14 16:27:24.575,2023-01-14 16:30:23.182,76,74,false,false
"6b09e23b1b8e95a670127e57b8580d98","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-14 17:52:33.597,2023-01-14 18:01:18.907,30,26,false,false
"867d31a17ce4fbc72e3e3f224f717e79","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-14 17:52:21.423,2023-01-14 18:02:35.892,69,67,false,false
ca1c90897ce1f12c092fe96acfc8832c,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-14 17:40:09.950,2023-01-14 18:12:52.367,100,90,false,false
"7218b9c79dc23f8ca0aaff4fd88147db","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-14 18:48:42.266,2023-01-14 19:33:00.981,76,68,false,false
"80ccf8ddbd6c8eb8a6dd943f7837fb80","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-14 19:17:56.296,2023-01-14 19:37:38.900,70,65,false,false
c6d81f7811636647277b602e831ec5c3,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-14 19:11:13.360,2023-01-14 19:41:41.591,63,51,false,false
"42ac25c2d95a476f0186fa454c3def84","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-14 16:14:44.896,2023-01-14 19:42:19.747,87,29,false,false
b25e0405b92f09d629d57b36cc03af8e,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-14 19:21:26.571,2023-01-14 19:42:49.080,27,18,false,false
"1a74a25866a91c2036c39351e7dc8c2d","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-14 22:08:34.407,2023-01-14 22:52:07.332,83,70,false,false
"59de72ba2a06fd60b5b7a1cf8827198a","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-14 22:45:45.152,2023-01-14 23:00:55.109,66,59,false,false
"99a39a0fcec88de0c6c067adb64a3bb6","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-14 22:40:23.089,2023-01-14 23:01:07.518,86,82,false,false
"83d029b4fee4280c9ba965b2a21edfd9","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-16 06:02:26.144,2023-01-16 06:20:37.113,24,16,false,false
"1ad57f261423114ec397fc6bcf156335","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-16 05:56:57.201,2023-01-16 06:21:17.775,23,10,false,false
"5435abe93f9567f656340f9639ebe1df","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-16 06:06:35.795,2023-01-16 06:23:18.706,39,30,false,false
d85d782906d7062168d02c28cdaca753,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-16 08:13:14.021,2023-01-16 08:32:16.264,84,64,false,false
"788a5bb1fe15663febd379c0a835d79f","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-16 10:38:02.232,2023-01-16 11:18:03.992,69,64,false,false
"80ccf8ddbd6c8eb8a6dd943f7837fb80","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-16 10:55:22.745,2023-01-16 11:18:43.043,21,5,false,false
"83d029b4fee4280c9ba965b2a21edfd9","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-16 13:15:45.020,2023-01-16 13:17:51.015,,1,true,true
"1d293c750cc5165af5c7266195b1dac0","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-16 14:41:47.534,2023-01-16 15:02:15.962,81,72,false,false
"3dcaa2ca32c9a3b8cdc566b259f754f0","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-16 14:55:24.909,2023-01-16 15:10:49.983,45,37,false,false
f94f58e24061c6c82ec4f0787951c798,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-16 14:41:31.414,2023-01-16 17:07:28.757,35,63,true,false
ad657d9e2b87df0576cb0f73e43a8049,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-16 15:57:22.042,2023-01-16 17:07:58.756,32,13,false,false
"12700f3e43ce275c51956087a0f60e7e","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-16 16:14:21.696,2023-01-16 17:08:16.600,84,64,false,false
c71ef46b95f70c617b399ac51b6e846f,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-16 20:19:37.302,2023-01-16 20:57:10.214,98,77,false,false
"981fb8da358abde5fc063be80e011720","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-15 15:15:41.557,2023-01-15 15:25:26.107,75,71,false,false
"0592a3e4a455ba32227b24f88215cce6","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-15 15:00:30.165,2023-01-15 15:26:17.278,74,68,true,false
"3edacefb15e7dbd9c470616287fb15ed","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-15 14:55:33.833,2023-01-15 15:41:13.824,100,78,true,false
"788a5bb1fe15663febd379c0a835d79f","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-15 15:22:17.260,2023-01-15 15:42:01.487,96,100,false,false
dc753ee97d00780d5b36379e37ee78bf,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-15 15:38:44.528,2023-01-15 15:45:38.425,84,80,false,false
"12700f3e43ce275c51956087a0f60e7e","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-15 15:08:23.323,2023-01-15 15:50:25.521,24,10,true,false
c6d81f7811636647277b602e831ec5c3,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-15 18:07:41.930,2023-01-15 18:27:09.413,100,99,true,false
ddf0231bd86205eefbb6fde99b1ab756,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-15 18:28:55.724,2023-01-15 18:33:20.902,45,41,false,false
"1d293c750cc5165af5c7266195b1dac0","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-15 20:05:59.252,2023-01-15 20:17:35.054,28,19,false,false
"61bedc330d875425f1eb7937a694cc21","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-15 14:35:30.098,2023-01-15 14:41:19.811,24,20,false,false
"93642b89382f93989fb67f258a827fb4","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-15 16:38:45.675,2023-01-15 17:07:38.583,73,58,false,false
f94f58e24061c6c82ec4f0787951c798,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-15 16:55:34.622,2023-01-15 17:09:50.585,98,96,true,false
"59de72ba2a06fd60b5b7a1cf8827198a","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-15 17:01:36.980,2023-01-15 17:13:19.586,42,36,false,false
b25e0405b92f09d629d57b36cc03af8e,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-15 17:10:01.397,2023-01-15 17:18:32.995,31,27,false,false
"3edacefb15e7dbd9c470616287fb15ed","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-15 17:08:00.821,2023-01-15 17:18:59.147,77,72,false,false
e60b281a0143cacff6cb7abf453d8dc3,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-15 18:27:36.659,2023-01-15 18:37:14.098,86,84,false,false
"1d293c750cc5165af5c7266195b1dac0","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-15 18:22:56.127,2023-01-15 18:38:14.855,47,32,false,false
"2db363ebf1e6be2201eb12230dc83b41","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-15 18:21:33.046,2023-01-15 18:43:05.110,59,42,false,false
"8bf2cf4a2196a436618aa24ac35af4b8","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-15 18:36:34.622,2023-01-15 18:43:39.682,99,100,false,false
"6b09e23b1b8e95a670127e57b8580d98","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-15 18:39:28.430,2023-01-15 18:50:19.185,80,74,false,false
f94f58e24061c6c82ec4f0787951c798,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-15 20:11:52.030,2023-01-15 20:35:53.008,96,82,false,false
f94f58e24061c6c82ec4f0787951c798,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-15 21:49:28.558,2023-01-15 22:30:34.833,81,62,false,false
c71ef46b95f70c617b399ac51b6e846f,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-15 22:23:27.825,2023-01-15 22:32:16.034,73,65,false,false
c6d81f7811636647277b602e831ec5c3,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-12 03:26:08.857,2023-01-12 03:36:56.575,,26,true,true
c71ef46b95f70c617b399ac51b6e846f,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-12 07:25:22.490,2023-01-12 07:35:49.663,58,55,false,false
"1ad57f261423114ec397fc6bcf156335","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-12 07:10:03.137,2023-01-12 07:36:11.510,27,17,false,false
c6d81f7811636647277b602e831ec5c3,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-12 07:18:38.526,2023-01-12 07:37:28.676,,94,false,true
"9cf9888f491b2ee122be311428f3ae4a","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-12 07:43:55.099,2023-01-12 07:46:19.157,,27,true,true
"308330becfa60294f45d93d1d359cc15","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-12 07:39:36.299,2023-01-12 07:49:47.494,77,72,false,false
"1c347a2ffbbdfb70197160e8e77c9a49","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-12 09:16:32.209,2023-01-12 09:28:44.919,77,71,false,false
"59de72ba2a06fd60b5b7a1cf8827198a","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-12 11:12:50.291,2023-01-12 11:23:10.631,86,77,false,false
"18a86bed65d052f506e5dedcda224325","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-12 11:05:49.528,2023-01-12 11:28:36.118,100,96,false,false
"788a5bb1fe15663febd379c0a835d79f","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-12 13:07:39.842,2023-01-12 13:18:38.250,86,88,false,false
ddf0231bd86205eefbb6fde99b1ab756,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-12 14:55:36.048,2023-01-12 15:06:14.098,33,28,false,false
"0819698514bc1e0ddaaad0522259d4dd","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-12 15:01:35.664,2023-01-12 15:07:52.234,41,40,false,false
d7777da68b50ace0b909872d611db978,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-12 14:47:15.337,2023-01-12 15:08:01.732,96,93,false,false
"8bf2cf4a2196a436618aa24ac35af4b8","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-12 14:53:32.824,2023-01-12 15:11:18.441,76,65,false,false
"3edacefb15e7dbd9c470616287fb15ed","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-12 14:42:12.166,2023-01-12 15:12:15.943,49,43,false,false
"1ad57f261423114ec397fc6bcf156335","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-12 15:02:48.639,2023-01-12 15:14:06.937,89,88,false,false
"12700f3e43ce275c51956087a0f60e7e","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-12 14:31:59.766,2023-01-12 15:14:37.009,100,81,false,false
"3dcaa2ca32c9a3b8cdc566b259f754f0","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-12 14:56:49.194,2023-01-12 15:20:03.458,78,63,false,false
fe24aa75d8c4cfa99df9e08546308ed6,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-12 16:38:43.461,2023-01-12 16:52:34.353,30,26,true,false
dc753ee97d00780d5b36379e37ee78bf,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-12 16:29:58.300,2023-01-12 16:53:02.374,33,29,false,false
"867d31a17ce4fbc72e3e3f224f717e79","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-12 16:49:39.433,2023-01-12 16:56:19.512,73,73,false,false
"12700f3e43ce275c51956087a0f60e7e","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-12 16:34:25.237,2023-01-12 16:58:00.990,81,74,false,false
"12700f3e43ce275c51956087a0f60e7e","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-12 17:21:39.617,2023-01-12 19:11:55.273,74,49,false,false
"1e3398251d2ef4394fdfd399bff97c56","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-12 19:10:28.840,2023-01-12 19:17:56.215,72,68,false,false
"61bedc330d875425f1eb7937a694cc21","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-12 20:49:03.998,2023-01-12 20:58:15.288,35,31,false,false
fe24aa75d8c4cfa99df9e08546308ed6,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-12 20:25:12.952,2023-01-12 20:59:44.472,98,93,false,false
fe24aa75d8c4cfa99df9e08546308ed6,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-12 22:49:16.994,2023-01-12 22:55:55.720,93,89,false,false
"981fb8da358abde5fc063be80e011720","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-12 22:45:34.827,2023-01-12 22:57:53.592,82,72,false,false
"3dcaa2ca32c9a3b8cdc566b259f754f0","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-12 19:53:08.797,2023-01-12 23:02:08.334,51,44,false,false
"8434d49aa0baa7dad7a1df72defa440a","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-19 06:34:52.326,2023-01-19 06:47:28.351,33,28,false,false
"0819698514bc1e0ddaaad0522259d4dd","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-19 06:28:07.553,2023-01-19 06:49:40.274,47,27,false,false
af77c8463ac27b3776ae4528d58704dc,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-19 06:30:16.725,2023-01-19 06:58:19.286,74,57,false,false
"3edacefb15e7dbd9c470616287fb15ed","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-19 06:34:32.553,2023-01-19 07:01:19.275,93,79,false,false
"3edacefb15e7dbd9c470616287fb15ed","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-19 08:47:22.324,2023-01-19 09:07:03.287,59,45,false,false
"788a5bb1fe15663febd379c0a835d79f","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-19 08:31:00.722,2023-01-19 09:07:21.029,65,40,false,false
"8434d49aa0baa7dad7a1df72defa440a","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-19 08:38:33.926,2023-01-19 09:13:55.093,82,73,false,false
e60b281a0143cacff6cb7abf453d8dc3,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-19 08:53:48.449,2023-01-19 09:16:30.530,35,23,false,false
"1d293c750cc5165af5c7266195b1dac0","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-19 11:19:42.431,2023-01-19 11:27:22.007,29,26,true,false
ad657d9e2b87df0576cb0f73e43a8049,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-19 11:18:48.123,2023-01-19 11:30:20.831,,97,false,true
"8434d49aa0baa7dad7a1df72defa440a","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-19 12:50:46.027,2023-01-19 12:52:40.173,,100,false,true
ad5a12e5c0e12dea3c435931a78fa540,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-19 12:50:05.981,2023-01-19 12:52:59.857,80,78,false,false
ad5a12e5c0e12dea3c435931a78fa540,"7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-19 14:33:52.930,2023-01-19 14:48:56.594,62,56,false,false
"59de72ba2a06fd60b5b7a1cf8827198a","7d3278bd8d29df4dbb5dae11ed4e69bd",2023-01-19 14:49:38.516,2023-01-19 14:53:01.395,,100,false,true
